2017-04-24 19:25:41.171875,b2fbb33c53fccb05b1a4fcfa56897a45260aabc2,None
2017-04-24 19:28:32.203125,f34bbe523cf4b187b2c27da2bcd267412301745d,None
2017-04-24 19:28:32.406250,47acbdd10c1e40c44111c9450741ff0ba455650d,None
2017-04-24 19:28:33.046875,e95ede19617155e39115d4457e37adaca1aee75b,None
2017-04-24 19:28:33.625000,62dc3c3c35c5aaa2c8b104c523d5c68bf95922f2,None
2017-04-24 19:28:59.733500,e977b87698c3e595d55827665e22fbf788dd3f9f,None
2017-04-24 19:28:59.967875,7bcc04348145501294745d58a2f9f702a76e794f,None
2017-04-24 19:29:04.271586,a8dcf7d63a8bb5abef8787775957a5bb6c0f3f77,None
2017-04-24 19:29:04.334086,904a3b130e3db7cea97f31cc40d64d9026ff6e41,None
2017-04-24 19:29:11.724711,47267f943f060e36604d56c8895a6eece063d9a1,None
2017-04-24 19:29:11.849711,35bc294b7e1f062ef5cb5fa1bd3fc942a3e37ae2,None
2017-04-24 19:29:12.302836,4583daf9442880204730fb2c8a060430640494b1,None
2017-04-24 19:29:13.099711,aa13804416812753b7b2fb2e415fa4f76c8b9cd9,None
2017-04-24 19:29:13.240336,963b55acc8c566876364716d5aafa353995812a8,None
2017-04-24 19:29:13.787211,d964ef0085db54476c1a41a281d251592e7a02bb,None
2017-04-24 19:29:16.834086,8939cf35447b22dd2c6e6f443446acc1bf986d58,None
2017-04-24 19:29:17.146586,645c424974fbe5fe7a04cac73f1c23c96e1570b8,None
2017-04-24 19:25:41.218750,9bc06a0461b5ab060ca8c15292ab73f83f473fc7,None
2017-04-24 19:29:18.834086,3ef0d9929f2f21c679ccde9ac226ef9340ba69da,None
2017-04-24 19:29:19.693461,601363ea2b6b1480fb71bf246f1b1c650165ee99,None
2017-04-24 19:29:29.584086,bf7e607621a6703254f8a21be15ba1ceb832f61a,None
2017-04-24 19:29:42.443461,e513dd19714559226cd52169fbb4489ca5740e88,None
2017-04-24 19:29:41.599711,aac05639d479ab73b5b211ef30a4bba9ab26ea43,None
2017-05-09 21:35:46.172852,fa3ad1d38856416077d53c0bebe26e42eefe7554,None
2017-05-09 21:35:46.172852,6e4e720dfc424a12383f0b8194e4477e3bc346dc,None
2017-05-09 21:35:46.172852,443aac22d57edd4ef893e2a245b356cba5b2c2dd,None
2017-05-09 21:35:46.172852,bd9bbb448dec04b1aaa8ae530e9814fdbce0a3d5,None
2017-05-09 21:35:46.172852,945d94fef51e0db76c2fd95ee22ed2767be0fe0b,None
2017-05-09 21:35:46.172852,843feb5a97b735c082e15c9a4ac21d2f54a310e5,None
2017-05-09 21:35:46.172852,9f5a4796b58d8b104a1c0f5a63daf0032b947966,None
2017-05-09 21:35:46.172852,b3d339964bfea63ec9e85ec73b246c4cc1d25f9a,None
2017-05-09 20:41:37.318375,790856b94b23d349a8cd8e913ba2c57dc0902abf,None
2017-05-09 20:41:37.318375,bdcf4b78b6d6f45edc9d226ce05b7adc3b366248,None
2017-05-09 20:41:37.318375,3f1a306db0c56ff1c3ac751f01786b4c0ae5cc2a,None
2017-04-24 19:25:41.359375,bbfddd49aa609c2373b7ee382786e0b4977f8e60,None
2017-05-09 20:41:37.318375,4b3cbfff5e57fa0cb058e93e445e3851063646cf,None
2017-05-09 20:41:37.318375,db1f81f5e209fed6df3255f6c820555cf17a839c,None
2017-05-09 20:41:37.318375,94bb4333872c472fca319c5b59aa1f1d0f651b7d,None
2017-05-09 20:41:37.318375,55be9a465b8317aab4bf24daf3e3a6ad793514e7,None
2017-05-09 20:41:37.318375,ed37fdb169bb539271c117d3e8a5f14fd8df1c0d,None
2017-05-09 20:41:37.318375,7392d49c5652633edc5345422a0bb618822a07cd,None
2017-05-09 20:41:37.318375,b17a84e9f8880c8a0f6ff57608b489ef682a5c3d,None
2017-05-09 20:41:37.318375,a0f7d289a212a2748867bdabcf5659034a6aef8f,None
2017-04-24 19:25:41.406250,6766228926eb48344451737c61d0e05dbe390591,None
2017-04-24 19:25:41.500000,a5b16a7d28d2ba79a9ccfc16ed480ad75a757166,None
2017-04-24 19:26:11.562500,61478d71931fb3e304bc341236ab0db1d6c26e09,None
2017-04-24 19:26:35.125000,c5b437f3965c01936046f9bf7c853f8e363c12ad,None
2017-04-24 19:26:56.968750,2f1113395ca0491080d1092c3636cda6cf711998,None
2017-04-24 19:26:58.546875,be48070856d4a1097b0de1228711593728bb6ee1,None
2017-04-24 19:27:01.015625,5f2c1b67988654a1cf9d21fd177db11baa329bfb,None
2017-04-24 19:27:04.218750,301f923d9bd1f0c94f6e8b9d5637612281567b05,None
2017-04-24 19:27:14.703125,1d6f5a5de7154b75144c6a033c36fd86ff2bbe9b,None
2017-04-24 19:27:15.343750,619652b42afe5fb0e3719d7aeda7a5494ab193e8,None
2017-04-24 19:27:18.140625,f5778343588df78fdd55c9cfcd49e5f39f959dd9,None
2017-04-24 19:28:32.187500,70c1818ca85dd731930d033582e63597be07ed22,None
